Input.Tweet1,Input.Tweet2,Input.Tweet3,Input.Tweet4,Input.Tweet5,Answer.Emotion1,Answer.Emotion2,Answer.Emotion3,Answer.Emotion4,Answer.Emotion5,Answer.Reason1,Answer.Reason2,Answer.Reason3,Answer.Reason4,Answer.Reason5
@Anonymous it's not just one journalist's opinion is it though? they've ALL clearly been briefed by Rooney's 'people' on it. & other sources...,@Anonymous it would be good to hear the German version we have some German music with my boyfreinds parents being from Germany,Working on something cool & exciting. If you have a product & want to reach a mobile community,@Anonymous thank you :) any chance you could give us a shoutout? were 6 away from 100 :) x,@Anonymous when is Bradley going to unleash Adu or shift to 4-1-3-1-2 we need three attacking,Anger,Love,Joy,Surprise,Joy,,,,,
@Anonymous it's not just one journalist's opinion is it though? they've ALL clearly been briefed by Rooney's 'people' on it. & other sources...,@Anonymous it would be good to hear the German version we have some German music with my boyfreinds parents being from Germany,Working on something cool & exciting. If you have a product & want to reach a mobile community,@Anonymous thank you :) any chance you could give us a shoutout? were 6 away from 100 :) x,@Anonymous when is Bradley going to unleash Adu or shift to 4-1-3-1-2 we need three attacking,Surprise,Love,Love|Joy,Fear,Anger,This tweet show a little bit of surprise.,This tweet is with appreciation,This tweet is from an enjoying person.,This tweet show fear.,This tweet is with anger.
@Anonymous it's not just one journalist's opinion is it though? they've ALL clearly been briefed by Rooney's 'people' on it. & other sources...,@Anonymous it would be good to hear the German version we have some German music with my boyfreinds parents being from Germany,Working on something cool & exciting. If you have a product & want to reach a mobile community,@Anonymous thank you :) any chance you could give us a shoutout? were 6 away from 100 :) x,@Anonymous when is Bradley going to unleash Adu or shift to 4-1-3-1-2 we need three attacking,None,None,Joy,Love,None,"no real emotion, none matching in the list.",none of the emotions listed suit,"i would say he sounds happy and excited, so joyous is the best fit.","showing gratitude to somebody, and a kiss, i'd say this is showing love to someone","none of the listed emotions fit, he's enquiring"
workshopping my tweets on g+ just like @Anonymous. this zinger first appeared on g+,@Anonymous now congratulations are in order for you!! Please tell me @Anonymous is going to let you spruce up hacker news.,@Anonymous I quite liked it yesterday & beats U2 hands down! Ready to go will always be 'our' song! Brings back memories!,@Anonymous We all do it. Not on every occasion but we do it at some point in our lives.,@Anonymous Hi cuzzo finally got a twitter thanx to bella rae lol as u can see the twitter -_- lmao,Love|Joy,Joy,Love,Love,Love,This tweet is from happy person,This tweet congrats someone.,This tweet is from a caring person.,This tweet is from good nature man thinking Life is good enough to live.,This tweet is from a loving person.
workshopping my tweets on g+ just like @Anonymous. this zinger first appeared on g+,@Anonymous now congratulations are in order for you!! Please tell me @Anonymous is going to let you spruce up hacker news.,@Anonymous I quite liked it yesterday & beats U2 hands down! Ready to go will always be 'our' song! Brings back memories!,@Anonymous We all do it. Not on every occasion but we do it at some point in our lives.,@Anonymous Hi cuzzo finally got a twitter thanx to bella rae lol as u can see the twitter -_- lmao,None,Joy,Joy,Sadness,Joy,Just chat I think,"""congratulations are in order""","""quite liked it"" ""memories!""",Seems to be offering consolation,"""lmao"""
workshopping my tweets on g+ just like @Anonymous. this zinger first appeared on g+,@Anonymous now congratulations are in order for you!! Please tell me @Anonymous is going to let you spruce up hacker news.,@Anonymous I quite liked it yesterday & beats U2 hands down! Ready to go will always be 'our' song! Brings back memories!,@Anonymous We all do it. Not on every occasion but we do it at some point in our lives.,@Anonymous Hi cuzzo finally got a twitter thanx to bella rae lol as u can see the twitter -_- lmao,Love|Joy,Surprise,Joy,None,Joy,i am really used to it,happy,feels happy,nothing to say,happy
workshopping my tweets on g+ just like @Anonymous. this zinger first appeared on g+,@Anonymous now congratulations are in order for you!! Please tell me @Anonymous is going to let you spruce up hacker news.,@Anonymous I quite liked it yesterday & beats U2 hands down! Ready to go will always be 'our' song! Brings back memories!,@Anonymous We all do it. Not on every occasion but we do it at some point in our lives.,@Anonymous Hi cuzzo finally got a twitter thanx to bella rae lol as u can see the twitter -_- lmao,None,Joy,Joy,Sadness,Joy,just reporting basic info without information.,new congratulations are in order for you!!,The tweet had lost of exclamation points.,WE all do it.,lmao
workshopping my tweets on g+ just like @Anonymous. this zinger first appeared on g+,@Anonymous now congratulations are in order for you!! Please tell me @Anonymous is going to let you spruce up hacker news.,@Anonymous I quite liked it yesterday & beats U2 hands down! Ready to go will always be 'our' song! Brings back memories!,@Anonymous We all do it. Not on every occasion but we do it at some point in our lives.,@Anonymous Hi cuzzo finally got a twitter thanx to bella rae lol as u can see the twitter -_- lmao,Joy,Joy,Joy,Sadness,Joy,this writer seems annoyed,this writer seems content,this writer is joyful,this person is sympathizing with someone else,this writer seems amused
@Anonymous morning! are you feeling better? I'm hoping the diagnosis was off and you're fine now.,Looks like Onuoha isn't staying then as he wants to stay in the north west and be a centre back. Another we need to replace. Hutton please.,@Anonymous I'm ok ;/ not so well though because my birthdays coming n idk what to do????,Once the ad ends you'll be returned to your LiveJournal experience. Wow. Gross. :(,@Anonymous 4 runs needed off 40 balls. #Hashtag We have got a match on our hands! drug abuse?,Love|Fear|Sadness,Anger,Fear|Sadness,Sadness,Surprise|Joy,"This person is genuinely concerned for whoever they are tweeting to. They obviously love them, and fear that their diagnosis is making them sick, which is saddening.",This person is angry about a sports team. He wants to trade a person and get someone else.,"This person doesn't sound very happy, just okay. They also are afraid of not knowing what to do in the near future.",This person is sad that they have to wait to return to using livejournal.,"This tweet has a tone of surprise that a match is going well, and they're happy about it."
@Anonymous morning! are you feeling better? I'm hoping the diagnosis was off and you're fine now.,Looks like Onuoha isn't staying then as he wants to stay in the north west and be a centre back. Another we need to replace. Hutton please.,@Anonymous I'm ok ;/ not so well though because my birthdays coming n idk what to do????,Once the ad ends you'll be returned to your LiveJournal experience. Wow. Gross. :(,@Anonymous 4 runs needed off 40 balls. #Hashtag We have got a match on our hands! drug abuse?,Love,Love,Sadness,Surprise,Surprise,"This tweet is with love,encouraging word from a loving and caring person",This tweet asks about replacing.,This tweet is from a sad person feeling bad about his birth date coming in idk.,This tweet shows surprise.,This tweet shows surprise with a doubt of using drugs.
@Anonymous morning! are you feeling better? I'm hoping the diagnosis was off and you're fine now.,Looks like Onuoha isn't staying then as he wants to stay in the north west and be a centre back. Another we need to replace. Hutton please.,@Anonymous I'm ok ;/ not so well though because my birthdays coming n idk what to do????,Once the ad ends you'll be returned to your LiveJournal experience. Wow. Gross. :(,@Anonymous 4 runs needed off 40 balls. #Hashtag We have got a match on our hands! drug abuse?,Fear,Surprise,Sadness,Sadness,Anger,this person is concerned for their friend,this person seems surprised by events,this author seems a little sad,this is an unhappy tweet,this person seems upset
@Anonymous morning! are you feeling better? I'm hoping the diagnosis was off and you're fine now.,Looks like Onuoha isn't staying then as he wants to stay in the north west and be a centre back. Another we need to replace. Hutton please.,@Anonymous I'm ok ;/ not so well though because my birthdays coming n idk what to do????,Once the ad ends you'll be returned to your LiveJournal experience. Wow. Gross. :(,@Anonymous 4 runs needed off 40 balls. #Hashtag We have got a match on our hands! drug abuse?,Love,Sadness,Sadness,Sadness,None,showing love asking of a persons wellbeing,sad about onouha not staying,sad about unplanned birthday,thinks something is gross..,no emotions fit this
@Anonymous morning! are you feeling better? I'm hoping the diagnosis was off and you're fine now.,Looks like Onuoha isn't staying then as he wants to stay in the north west and be a centre back. Another we need to replace. Hutton please.,@Anonymous I'm ok ;/ not so well though because my birthdays coming n idk what to do????,Once the ad ends you'll be returned to your LiveJournal experience. Wow. Gross. :(,@Anonymous 4 runs needed off 40 balls. #Hashtag We have got a match on our hands! drug abuse?,None,None,Sadness,Sadness,None,Expresses hope,Simply business,not so well,Gross.,Shows concern
@Anonymous ok mate will do i dont tweet during games but for u today i will to let u know wats goin on,@Anonymous Ah.. the blame game. Didn't that start with Boomers? I blame them for all the problems.,@Anonymous you should! Just tell them to refer to your timeline! Can't wait to try them,@Anonymous I... Upgraded it a little. *Grins as he swishes the sword* New invention. This little black box upgrades the sword a bit.,@Anonymous #Hashtag I heard about those on the discovery channel I heard they they travel in packs lol,None,Anger,Anger,None,Joy,Soneone trying to be a friend,blame,you should!,Just business,lol
@Anonymous ok mate will do i dont tweet during games but for u today i will to let u know wats goin on,@Anonymous Ah.. the blame game. Didn't that start with Boomers? I blame them for all the problems.,@Anonymous you should! Just tell them to refer to your timeline! Can't wait to try them,@Anonymous I... Upgraded it a little. *Grins as he swishes the sword* New invention. This little black box upgrades the sword a bit.,@Anonymous #Hashtag I heard about those on the discovery channel I heard they they travel in packs lol,None,Anger|None,Joy,Joy,None,None of the above emotions displayed. Simply agreeing to do a favor for a friend.,They may be roused to anger about the topic. Can't quite tell. They are clearly opinionated on it.,This tweeter is happy and anticipating trying something.,They are clearly very pleased,No emotion shown. Even though there is an lol it is not used in the form of expressing joy here.
@Anonymous ok mate will do i dont tweet during games but for u today i will to let u know wats goin on,@Anonymous Ah.. the blame game. Didn't that start with Boomers? I blame them for all the problems.,@Anonymous you should! Just tell them to refer to your timeline! Can't wait to try them,@Anonymous I... Upgraded it a little. *Grins as he swishes the sword* New invention. This little black box upgrades the sword a bit.,@Anonymous #Hashtag I heard about those on the discovery channel I heard they they travel in packs lol,None,Anger,Anger,Joy,Fear,"i dont tweet during games, i will to let u know",I blame them for all the problems.,"you should!,Can't wait to try them",I... Upgraded it,I heard they they travel in packs lol
@Anonymous ok mate will do i dont tweet during games but for u today i will to let u know wats goin on,@Anonymous Ah.. the blame game. Didn't that start with Boomers? I blame them for all the problems.,@Anonymous you should! Just tell them to refer to your timeline! Can't wait to try them,@Anonymous I... Upgraded it a little. *Grins as he swishes the sword* New invention. This little black box upgrades the sword a bit.,@Anonymous #Hashtag I heard about those on the discovery channel I heard they they travel in packs lol,Joy,Anger|Sadness,Joy,Joy,Joy,"""games"" ""let u know""","""the blame game""","""Can't wait""",Gaming talk,"""lol"""
@Anonymous ok mate will do i dont tweet during games but for u today i will to let u know wats goin on,@Anonymous Ah.. the blame game. Didn't that start with Boomers? I blame them for all the problems.,@Anonymous you should! Just tell them to refer to your timeline! Can't wait to try them,@Anonymous I... Upgraded it a little. *Grins as he swishes the sword* New invention. This little black box upgrades the sword a bit.,@Anonymous #Hashtag I heard about those on the discovery channel I heard they they travel in packs lol,Love,Anger,Anger,Love|Joy,Love,This tweet is from a caring person.,This tweet is with anger.,"This tweet is from a angry,strictperson.",This tweet is with appreciation.,This tweet is with  love who describe some fact he knows through discovery channel.
@Anonymous Phorm might just be raising the stakes.According to wikileaks doc last week the ICO have cleared them.,@Anonymous lol! There should always be a moment in everyones event that is reserved for nude firework dancing. It makes for a gr8 night!,Finished Kettlebell Burn Extreme and now 21 Day KB Challenge before a week vacation!,#Hashtag idea. Next year @Anonymous does a presentation on how to do presentations. The super smart slide readers are putting me to sleep.,What was the point of that BBC reporter being on the Lancaster bomber? #Hashtag,Fear,Love,Surprise,Anger,Anger,This tweet is with fear.,This tweet is from a romantic person.,This tweet show surprise.,This tweet show anger,This tweet show anger
@Anonymous Phorm might just be raising the stakes.According to wikileaks doc last week the ICO have cleared them.,@Anonymous lol! There should always be a moment in everyones event that is reserved for nude firework dancing. It makes for a gr8 night!,Finished Kettlebell Burn Extreme and now 21 Day KB Challenge before a week vacation!,#Hashtag idea. Next year @Anonymous does a presentation on how to do presentations. The super smart slide readers are putting me to sleep.,What was the point of that BBC reporter being on the Lancaster bomber? #Hashtag,Surprise,Joy,Joy,None,None,"Anonymous is using terms like ""raising the stacks"" to show surprise and suspense.","Anonymous uses words like ""lol"" and exclamation points to show excitement.",Anonymous uses exclamation points to show excitement to an event.,He/she is only showing boredom and not any given emotion.,He/she is asking a question and not giving emotion at all.
@Anonymous Phorm might just be raising the stakes.According to wikileaks doc last week the ICO have cleared them.,@Anonymous lol! There should always be a moment in everyones event that is reserved for nude firework dancing. It makes for a gr8 night!,Finished Kettlebell Burn Extreme and now 21 Day KB Challenge before a week vacation!,#Hashtag idea. Next year @Anonymous does a presentation on how to do presentations. The super smart slide readers are putting me to sleep.,What was the point of that BBC reporter being on the Lancaster bomber? #Hashtag,Anger,Joy,Joy,Sadness,Anger,This person is upset over something,this writer seems happy and amused,this writer seems content,this comment is about boredom,this person does not seem too happy
@Anonymous Phorm might just be raising the stakes.According to wikileaks doc last week the ICO have cleared them.,@Anonymous lol! There should always be a moment in everyones event that is reserved for nude firework dancing. It makes for a gr8 night!,Finished Kettlebell Burn Extreme and now 21 Day KB Challenge before a week vacation!,#Hashtag idea. Next year @Anonymous does a presentation on how to do presentations. The super smart slide readers are putting me to sleep.,What was the point of that BBC reporter being on the Lancaster bomber? #Hashtag,Anger,Joy,Joy,Anger|Sadness,Anger,"Just slight anger, makes reference to a deception","Being silly, talks of a great night",Gaming and a vacation are mentioned.,"Not happy with the presentation quality ""putting me to sleep""","""What was the point"""
@Anonymous Phorm might just be raising the stakes.According to wikileaks doc last week the ICO have cleared them.,@Anonymous lol! There should always be a moment in everyones event that is reserved for nude firework dancing. It makes for a gr8 night!,Finished Kettlebell Burn Extreme and now 21 Day KB Challenge before a week vacation!,#Hashtag idea. Next year @Anonymous does a presentation on how to do presentations. The super smart slide readers are putting me to sleep.,What was the point of that BBC reporter being on the Lancaster bomber? #Hashtag,None,Joy,None,None,Surprise,News,"lol!, gr8 night!",Just information.,No emotion.,Surprise over BBC reporter.
@Anonymous Hey La!!! Luv Ya Too! Thanks for the birthday wishes! Talk to ya later!,Is enjoying @Anonymous's [neighbor/family] drama updates. I think he should blog about them. :),@Anonymous LOL I'm good. Busy packing getting ready for my move this weekend. YAY me! What's new with you?,* I just dipped Peruvian 64% dark chocolate in organic peanut butter. Appropriately,Someone at Pringles must have been in a very mischievous mood when they filled my Sour Cream & Onion tube with Salt & Vinegar pringles ahhh!,Love,Joy,Joy,None,Sadness,luv ya too! is showing love,enjoying the updates,"they sound happy, saying YAY!",none shown,sad to have the wrong pringles
@Anonymous Hey La!!! Luv Ya Too! Thanks for the birthday wishes! Talk to ya later!,Is enjoying @Anonymous's [neighbor/family] drama updates. I think he should blog about them. :),@Anonymous LOL I'm good. Busy packing getting ready for my move this weekend. YAY me! What's new with you?,* I just dipped Peruvian 64% dark chocolate in organic peanut butter. Appropriately,Someone at Pringles must have been in a very mischievous mood when they filled my Sour Cream & Onion tube with Salt & Vinegar pringles ahhh!,Love|Joy,Joy,Joy,Joy,Anger,"""Luv Ya"" ""Thanks""","""enjoying""","""YAY me!""",Talk of good food,His chips were not what they were labeled
@Anonymous Hey La!!! Luv Ya Too! Thanks for the birthday wishes! Talk to ya later!,Is enjoying @Anonymous's [neighbor/family] drama updates. I think he should blog about them. :),@Anonymous LOL I'm good. Busy packing getting ready for my move this weekend. YAY me! What's new with you?,* I just dipped Peruvian 64% dark chocolate in organic peanut butter. Appropriately,Someone at Pringles must have been in a very mischievous mood when they filled my Sour Cream & Onion tube with Salt & Vinegar pringles ahhh!,Love,Joy,Joy,Surprise,Surprise,Luv ya too,Tweeter seems like they are being entertained,"Yay me, I'm good",Tweeter mentions sweet candy and says it was appropriate,They received the wrong flavor of chips in their can.
@Anonymous Hey La!!! Luv Ya Too! Thanks for the birthday wishes! Talk to ya later!,Is enjoying @Anonymous's [neighbor/family] drama updates. I think he should blog about them. :),@Anonymous LOL I'm good. Busy packing getting ready for my move this weekend. YAY me! What's new with you?,* I just dipped Peruvian 64% dark chocolate in organic peanut butter. Appropriately,Someone at Pringles must have been in a very mischievous mood when they filled my Sour Cream & Onion tube with Salt & Vinegar pringles ahhh!,Love,Joy,Love,Joy,Sadness,This tweet tells about affection,This tweet is from a happy person,This tweet is from a loving person.,This tweet is from a happy person.,This tweet show some dull feelings.
@Anonymous Hey La!!! Luv Ya Too! Thanks for the birthday wishes! Talk to ya later!,Is enjoying @Anonymous's [neighbor/family] drama updates. I think he should blog about them. :),@Anonymous LOL I'm good. Busy packing getting ready for my move this weekend. YAY me! What's new with you?,* I just dipped Peruvian 64% dark chocolate in organic peanut butter. Appropriately,Someone at Pringles must have been in a very mischievous mood when they filled my Sour Cream & Onion tube with Salt & Vinegar pringles ahhh!,Love|Joy,Joy|None,None,Joy,Joy,"Love, affection and happiness are expressed in the above tweet.",There is happiness and also request for blogging the updates about family drama.,The tweet expresses general well-being and status update about oneself.,There is feeling of contentment in having peruvian chocolate dipped in peanut butter.,The person is excited and pleasantly surprised at the new flavor of Pringles chips.
"@Anonymous u remind me the time when u told us ur story before sang ""That Girl"" in Jakarta show :/",@Anonymous found u Follow meee!! beg u dnt let that person we were talkin bout find me!! lmao,@Anonymous and I do. Just seems like twitter allows more of a focused group for social interaction,@Anonymous *Nose Bump* to you too. Thanks for coming...so lovely to see you #Hashtag xxxxxx,@Anonymous Absolutely ? I'm moving to PDX from Santa Fe and looking for some fellow artists to follow in Portland. :),None,Fear,None,Love|Joy,None,none fit,worried about somebody finding them,none fit,showing love and happy that somebody came,none fit
"@Anonymous u remind me the time when u told us ur story before sang ""That Girl"" in Jakarta show :/",@Anonymous found u Follow meee!! beg u dnt let that person we were talkin bout find me!! lmao,@Anonymous and I do. Just seems like twitter allows more of a focused group for social interaction,@Anonymous *Nose Bump* to you too. Thanks for coming...so lovely to see you #Hashtag xxxxxx,@Anonymous Absolutely ? I'm moving to PDX from Santa Fe and looking for some fellow artists to follow in Portland. :),None,Joy,None,Joy,Joy,this comment does not seem emotional.,this writer seems to be happy,this is an unemotional comment.,this writer seems to be happy and grateful,this writer seems to be content
"@Anonymous u remind me the time when u told us ur story before sang ""That Girl"" in Jakarta show :/",@Anonymous found u Follow meee!! beg u dnt let that person we were talkin bout find me!! lmao,@Anonymous and I do. Just seems like twitter allows more of a focused group for social interaction,@Anonymous *Nose Bump* to you too. Thanks for coming...so lovely to see you #Hashtag xxxxxx,@Anonymous Absolutely ? I'm moving to PDX from Santa Fe and looking for some fellow artists to follow in Portland. :),Love,Surprise,Surprise,,Surprise,This tweet is from a loving person,This tweet show surprise,This tweet show surprise feelings.,This tweet is from a loving person.,This tweet show some sort of surprise.
"@Anonymous u remind me the time when u told us ur story before sang ""That Girl"" in Jakarta show :/",@Anonymous found u Follow meee!! beg u dnt let that person we were talkin bout find me!! lmao,@Anonymous and I do. Just seems like twitter allows more of a focused group for social interaction,@Anonymous *Nose Bump* to you too. Thanks for coming...so lovely to see you #Hashtag xxxxxx,@Anonymous Absolutely ? I'm moving to PDX from Santa Fe and looking for some fellow artists to follow in Portland. :),Sadness,Fear|Surprise,None,Joy,Joy,the sad face at the tend of the sentence.,suprise that someone found them on twitter.  Then fear that someone else that they dont want to find them might,There is no emotion expressed in the sentence.,saying its lovely to see someone.,the smiley face at the end of the sentence.
"@Anonymous u remind me the time when u told us ur story before sang ""That Girl"" in Jakarta show :/",@Anonymous found u Follow meee!! beg u dnt let that person we were talkin bout find me!! lmao,@Anonymous and I do. Just seems like twitter allows more of a focused group for social interaction,@Anonymous *Nose Bump* to you too. Thanks for coming...so lovely to see you #Hashtag xxxxxx,@Anonymous Absolutely ? I'm moving to PDX from Santa Fe and looking for some fellow artists to follow in Portland. :),,Joy,Joy,Love|Joy,Joy,"Only indication is "":/"" which could indicate anger, confusion disappointment or contemplation.","""lmao""",Likes an aspect of twitter,"""Thanks"" ""lovely to see you""",An inquiry and anticipation of a move.
Really vanessa?where?in iluma?omooo~ :((RT @Anonymous: OMG SAW B1A4 jqkanalahalabaksbkqbdksbdkasodbkenskdnd,Rather livid at home depot. Found out had I bought all my paint 5 hrs later I could have saved over $50 w/ rebates. No one said a thing 2 me,@Anonymous @Anonymous You all ROCK! This will do quite nicely. The children of Chicago thank you! Let me know if you ever need free museum tix.,@Anonymous So sorry you feel so alone in this. That makes it so much harder. (((((HUGS))))) We're here.,@Anonymous I like how the article wrly notes 'the Principal was invited to the meeting'.,Sadness|Surprise,Anger,Joy,Love|Sadness,Anger,"Leads with a lot of questions expressing concern, followed by "":((""","""livid""","""You all ROCK!""","""So sorry"" ""HUGS""","Tone suggests disgust, disdain, cynisism"
Really vanessa?where?in iluma?omooo~ :((RT @Anonymous: OMG SAW B1A4 jqkanalahalabaksbkqbdksbdkasodbkenskdnd,Rather livid at home depot. Found out had I bought all my paint 5 hrs later I could have saved over $50 w/ rebates. No one said a thing 2 me,@Anonymous @Anonymous You all ROCK! This will do quite nicely. The children of Chicago thank you! Let me know if you ever need free museum tix.,@Anonymous So sorry you feel so alone in this. That makes it so much harder. (((((HUGS))))) We're here.,@Anonymous I like how the article wrly notes 'the Principal was invited to the meeting'.,Surprise,Anger,Love,Love|Sadness,Love,Expressing surprise - Really vanessa? Where? in iluma?,livid,"you all rock, will do quite nicely, love you","so sorry, so alone, makes harder, we are here",'i like'
Really vanessa?where?in iluma?omooo~ :((RT @Anonymous: OMG SAW B1A4 jqkanalahalabaksbkqbdksbdkasodbkenskdnd,Rather livid at home depot. Found out had I bought all my paint 5 hrs later I could have saved over $50 w/ rebates. No one said a thing 2 me,@Anonymous @Anonymous You all ROCK! This will do quite nicely. The children of Chicago thank you! Let me know if you ever need free museum tix.,@Anonymous So sorry you feel so alone in this. That makes it so much harder. (((((HUGS))))) We're here.,@Anonymous I like how the article wrly notes 'the Principal was invited to the meeting'.,Anger,Anger,Joy,Sadness,None,this writer seems somewhat upset,this writer seems somewhat mad,this writer seems happy,This person seems sad for someone else,This is just a comment
Really vanessa?where?in iluma?omooo~ :((RT @Anonymous: OMG SAW B1A4 jqkanalahalabaksbkqbdksbdkasodbkenskdnd,Rather livid at home depot. Found out had I bought all my paint 5 hrs later I could have saved over $50 w/ rebates. No one said a thing 2 me,@Anonymous @Anonymous You all ROCK! This will do quite nicely. The children of Chicago thank you! Let me know if you ever need free museum tix.,@Anonymous So sorry you feel so alone in this. That makes it so much harder. (((((HUGS))))) We're here.,@Anonymous I like how the article wrly notes 'the Principal was invited to the meeting'.,Surprise,Anger,Joy,Love,Love,This tweet shows surprise feelings.,this tweet is from a angry person,this is from a happy mood person.,this show love of a person.,This tweet is about likeness
Really vanessa?where?in iluma?omooo~ :((RT @Anonymous: OMG SAW B1A4 jqkanalahalabaksbkqbdksbdkasodbkenskdnd,Rather livid at home depot. Found out had I bought all my paint 5 hrs later I could have saved over $50 w/ rebates. No one said a thing 2 me,@Anonymous @Anonymous You all ROCK! This will do quite nicely. The children of Chicago thank you! Let me know if you ever need free museum tix.,@Anonymous So sorry you feel so alone in this. That makes it so much harder. (((((HUGS))))) We're here.,@Anonymous I like how the article wrly notes 'the Principal was invited to the meeting'.,None,Anger|Sadness,Love|Joy,Love|Sadness,None,none fit,angry and sad about the events at home depot,happy and showing love to people,"sad for somebody, showing loving concern",none fit
@Anonymous Your welcome and thank you for livening my TL !!! You should tweet more often..,@Anonymous HP & Dell are definitely taking cues from the MBP. Which is a clear sign the MBP chassis will change any day now.,@Anonymous hahaha....nothing to add to that... Thanks for saying what I cnt.lol wink wink @Anonymous!!! Take that,En route to 5live studios. On the air ar 7:45 so tune in if you fancy waking up to my dulcet tones!! ;),Hey @Anonymous. Just your own bot that simply tweets about iPads and iPhones all days. Then ban anyone who @Anonymous it. You'll kill the spam,Love,Fear|Anger,Joy,Love,Anger,This tweet is form a loving person who welcomes.,This show some sort of fear.,This tweet is from a fun loving person.,This tweet is from a music lover.,This tweet is with angry feelings.
@Anonymous Your welcome and thank you for livening my TL !!! You should tweet more often..,@Anonymous HP & Dell are definitely taking cues from the MBP. Which is a clear sign the MBP chassis will change any day now.,@Anonymous hahaha....nothing to add to that... Thanks for saying what I cnt.lol wink wink @Anonymous!!! Take that,En route to 5live studios. On the air ar 7:45 so tune in if you fancy waking up to my dulcet tones!! ;),Hey @Anonymous. Just your own bot that simply tweets about iPads and iPhones all days. Then ban anyone who @Anonymous it. You'll kill the spam,Joy,None,Anger|Joy,Joy,None,"""thank you"" ""!!!""",Tech talk,"""hahaha"" and ""wink wink"" but ""Take that"" suggests vindictiveness.",Anticipating a performance.,Tech talk
@Anonymous Your welcome and thank you for livening my TL !!! You should tweet more often..,@Anonymous HP & Dell are definitely taking cues from the MBP. Which is a clear sign the MBP chassis will change any day now.,@Anonymous hahaha....nothing to add to that... Thanks for saying what I cnt.lol wink wink @Anonymous!!! Take that,En route to 5live studios. On the air ar 7:45 so tune in if you fancy waking up to my dulcet tones!! ;),Hey @Anonymous. Just your own bot that simply tweets about iPads and iPhones all days. Then ban anyone who @Anonymous it. You'll kill the spam,Joy,None,Joy,None,None,happy that somebody livened their TL,no emotion shown,happy somebody said something that they couldnt,no real emotion shown,offering advice not showing emotion
@Anonymous Your welcome and thank you for livening my TL !!! You should tweet more often..,@Anonymous HP & Dell are definitely taking cues from the MBP. Which is a clear sign the MBP chassis will change any day now.,@Anonymous hahaha....nothing to add to that... Thanks for saying what I cnt.lol wink wink @Anonymous!!! Take that,En route to 5live studios. On the air ar 7:45 so tune in if you fancy waking up to my dulcet tones!! ;),Hey @Anonymous. Just your own bot that simply tweets about iPads and iPhones all days. Then ban anyone who @Anonymous it. You'll kill the spam,Love|Joy,Surprise|None,Joy,Love|Surprise|Joy,Fear|Anger|Sadness,happy for livening his TL,says about the fact,"thanks for the saying,",saying the route,says the spam deletion
@Anonymous Your welcome and thank you for livening my TL !!! You should tweet more often..,@Anonymous HP & Dell are definitely taking cues from the MBP. Which is a clear sign the MBP chassis will change any day now.,@Anonymous hahaha....nothing to add to that... Thanks for saying what I cnt.lol wink wink @Anonymous!!! Take that,En route to 5live studios. On the air ar 7:45 so tune in if you fancy waking up to my dulcet tones!! ;),Hey @Anonymous. Just your own bot that simply tweets about iPads and iPhones all days. Then ban anyone who @Anonymous it. You'll kill the spam,Joy,Joy,Joy,Joy,None,Anonymous is thanking someone and using multiple exclamation points to show happiness.,He/she is looking forward to something as shown by the message in the tweet.,"Anonymous use of lols, exclamation marks, and laughter shows enjoyment.",The winking face and exclamation marks show enjoyment.,Anonymous is supplying information and thus is not showing any emotion.
@Anonymous What about teaching your cat to use the bathroom? Supposedly it's been done. Just a thought.,the amount of editorialising by CTV News BC is a bit much. Report what's happening,@Anonymous @Anonymous by mentioning it both of you are making it famous which is just what he wants...any press is good press :P,UConn's Johnny Mac ... impressive (in looks and on field). Thanks for sharing video,Good luck to kev and the super whites later. Gonna be on a plane and miss it. Would be nice to see a dream city/Bolton final.,None,Anger,None,Love|Joy,Sadness,general conversation,writer is angry with CTV news,general conversation,"""impressive""",writer is sad they're missing the game
@Anonymous What about teaching your cat to use the bathroom? Supposedly it's been done. Just a thought.,the amount of editorialising by CTV News BC is a bit much. Report what's happening,@Anonymous @Anonymous by mentioning it both of you are making it famous which is just what he wants...any press is good press :P,UConn's Johnny Mac ... impressive (in looks and on field). Thanks for sharing video,Good luck to kev and the super whites later. Gonna be on a plane and miss it. Would be nice to see a dream city/Bolton final.,None,Anger,Anger,Joy,Sadness|Joy,Chat about a cat,Thinks to much opinion is expressed by CTV,"Upset with the subject of discussion, not the person they are talking to.","""impressive"" ""Thanks""","Talking sports, going to miss an event"
@Anonymous What about teaching your cat to use the bathroom? Supposedly it's been done. Just a thought.,the amount of editorialising by CTV News BC is a bit much. Report what's happening,@Anonymous @Anonymous by mentioning it both of you are making it famous which is just what he wants...any press is good press :P,UConn's Johnny Mac ... impressive (in looks and on field). Thanks for sharing video,Good luck to kev and the super whites later. Gonna be on a plane and miss it. Would be nice to see a dream city/Bolton final.,None,Anger,Anger,Joy,Sadness,This is just a suggestion,The writer is upset with CTV News BC,The writer is upset.,The writer seems pleased,the writer is sad about missing the game
